S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
8504,17/11/2020,Tripura,32039,1044,30631,364
8505,18/11/2020,Tripura,32112,998,30750,364
8506,19/11/2020,Tripura,32217,997,30856,364
8507,20/11/2020,Tripura,32292,959,30968,365
8508,21/11/2020,Tripura,32367,917,31084,366
8509,22/11/2020,Tripura,32415,870,31179,366
8510,23/11/2020,Tripura,32434,796,31269,369
8511,24/11/2020,Tripura,32493,827,31296,370
8512,25/11/2020,Tripura,32528,790,31368,370
8513,26/11/2020,Tripura,32578,767,31441,370
8514,27/11/2020,Tripura,32610,741,31499,370
8515,28/11/2020,Tripura,32641,703,31568,370
8516,29/11/2020,Tripura,32674,649,31655,370
8517,30/11/2020,Tripura,32695,595,31730,370
8518,01/12/2020,Tripura,32726,592,31764,370
8519,12/03/2020,Uttar Pradesh,11,11,0,0
8520,13/03/2020,Uttar Pradesh,11,11,0,0
8521,14/03/2020,Uttar Pradesh,12,7,5,0
8522,15/03/2020,Uttar Pradesh,12,8,4,0
8523,16/03/2020,Uttar Pradesh,13,9,4,0
8524,17/03/2020,Uttar Pradesh,15,10,5,0
8525,18/03/2020,Uttar Pradesh,16,11,5,0
8526,19/03/2020,Uttar Pradesh,17,12,5,0
8527,20/03/2020,Uttar Pradesh,19,10,9,0
8528,21/03/2020,Uttar Pradesh,24,15,9,0
8529,22/03/2020,Uttar Pradesh,27,18,9,0
8530,23/03/2020,Uttar Pradesh,31,22,9,0
8531,24/03/2020,Uttar Pradesh,33,24,9,0
8532,25/03/2020,Uttar Pradesh,33,22,11,0
8533,26/03/2020,Uttar Pradesh,37,26,11,0
8534,27/03/2020,Uttar Pradesh,41,30,11,0
8535,28/03/2020,Uttar Pradesh,55,44,11,0
8536,29/03/2020,Uttar Pradesh,55,44,11,0
8537,30/03/2020,Uttar Pradesh,75,64,11,0
8538,31/03/2020,Uttar Pradesh,101,87,14,0
8539,01/04/2020,Uttar Pradesh,103,89,14,0
8540,02/04/2020,Uttar Pradesh,113,97,14,2
8541,03/04/2020,Uttar Pradesh,113,97,14,2
8542,04/04/2020,Uttar Pradesh,174,153,19,2
8543,05/04/2020,Uttar Pradesh,227,206,19,2
8544,06/04/2020,Uttar Pradesh,227,206,19,2
8545,07/04/2020,Uttar Pradesh,305,281,21,3
8546,08/04/2020,Uttar Pradesh,326,302,21,3
8547,09/04/2020,Uttar Pradesh,361,330,27,4
8548,10/04/2020,Uttar Pradesh,410,375,31,4
8549,11/04/2020,Uttar Pradesh,431,395,32,4
8550,12/04/2020,Uttar Pradesh,452,402,45,5
8551,13/04/2020,Uttar Pradesh,483,432,46,5
8552,14/04/2020,Uttar Pradesh,558,504,49,5
8553,15/04/2020,Uttar Pradesh,660,605,50,5
8554,16/04/2020,Uttar Pradesh,735,673,51,11
8555,17/04/2020,Uttar Pradesh,805,718,74,13
8556,18/04/2020,Uttar Pradesh,849,753,82,14
8557,19/04/2020,Uttar Pradesh,969,869,86,14
8558,20/04/2020,Uttar Pradesh,1084,959,108,17
8559,21/04/2020,Uttar Pradesh,1184,1026,140,18
8560,22/04/2020,Uttar Pradesh,1294,1134,140,20
8561,23/04/2020,Uttar Pradesh,1449,1255,173,21
8562,24/04/2020,Uttar Pradesh,1510,1280,206,24
8563,25/04/2020,Uttar Pradesh,1621,1349,247,25
8564,26/04/2020,Uttar Pradesh,1793,1505,261,27
8565,27/04/2020,Uttar Pradesh,1868,1550,289,29
8566,28/04/2020,Uttar Pradesh,1955,1589,335,31
8567,29/04/2020,Uttar Pradesh,2053,1557,462,34
8568,30/04/2020,Uttar Pradesh,2134,1585,510,39
8569,01/05/2020,Uttar Pradesh,2203,1651,513,39
8570,02/05/2020,Uttar Pradesh,2328,1632,654,42
8571,03/05/2020,Uttar Pradesh,2487,1755,689,43
8572,04/05/2020,Uttar Pradesh,2645,1848,754,43
8573,05/05/2020,Uttar Pradesh,2766,1914,802,50
8574,06/05/2020,Uttar Pradesh,2880,1837,987,56
8575,07/05/2020,Uttar Pradesh,2998,1808,1130,60
8576,08/05/2020,Uttar Pradesh,3071,1759,1250,62
8577,09/05/2020,Uttar Pradesh,3214,1761,1387,66
8578,10/05/2020,Uttar Pradesh,3373,1800,1499,74
8579,11/05/2020,Uttar Pradesh,3467,1740,1653,74
8580,12/05/2020,Uttar Pradesh,3573,1735,1758,80
8581,13/05/2020,Uttar Pradesh,3664,1709,1873,82
8582,14/05/2020,Uttar Pradesh,3729,1744,1902,83
8583,15/05/2020,Uttar Pradesh,3902,1742,2072,88
8584,16/05/2020,Uttar Pradesh,4057,1797,2165,95
8585,17/05/2020,Uttar Pradesh,4258,1713,2441,104
8586,18/05/2020,Uttar Pradesh,4259,1714,2441,104
8587,19/05/2020,Uttar Pradesh,4605,1704,2783,118
8588,20/05/2020,Uttar Pradesh,4926,1885,2918,123
8589,21/05/2020,Uttar Pradesh,5175,1982,3066,127
8590,22/05/2020,Uttar Pradesh,5515,2173,3204,138
8591,23/05/2020,Uttar Pradesh,5735,2345,3238,152
8592,24/05/2020,Uttar Pradesh,6017,2456,3406,155
8593,25/05/2020,Uttar Pradesh,6268,2569,3538,161
8594,26/05/2020,Uttar Pradesh,6532,2786,3581,165
8595,27/05/2020,Uttar Pradesh,6548,2680,3698,170
8596,28/05/2020,Uttar Pradesh,6991,2818,3991,182
8597,29/05/2020,Uttar Pradesh,7170,2758,4215,197
8598,30/05/2020,Uttar Pradesh,7284,2842,4244,198
8599,31/05/2020,Uttar Pradesh,7445,2834,4410,201
8600,01/06/2020,Uttar Pradesh,7823,2901,4709,213
8601,02/06/2020,Uttar Pradesh,8075,3015,4843,217
8602,03/06/2020,Uttar Pradesh,8361,3109,5030,222
8603,04/06/2020,Uttar Pradesh,8729,3324,5176,229
8604,05/06/2020,Uttar Pradesh,9237,3553,5439,245
8605,06/06/2020,Uttar Pradesh,9733,3828,5648,257
8606,07/06/2020,Uttar Pradesh,9733,3828,5648,257
8607,08/06/2020,Uttar Pradesh,10536,4076,6185,275
8608,09/06/2020,Uttar Pradesh,10947,4320,6344,283
8609,10/06/2020,Uttar Pradesh,11335,4365,6669,301
8610,11/06/2020,Uttar Pradesh,11610,4418,6871,321
8611,12/06/2020,Uttar Pradesh,12088,4451,7292,345
8612,13/06/2020,Uttar Pradesh,12616,4642,7609,365
8613,14/06/2020,Uttar Pradesh,13118,4858,7875,385
8614,15/06/2020,Uttar Pradesh,13615,4948,8268,399
8615,16/06/2020,Uttar Pradesh,13615,4948,8268,399
8616,17/06/2020,Uttar Pradesh,14091,5064,8610,417
8617,18/06/2020,Uttar Pradesh,14598,5259,8904,435
8618,19/06/2020,Uttar Pradesh,15181,5477,9239,465
8619,20/06/2020,Uttar Pradesh,15785,5659,9638,488
8620,21/06/2020,Uttar Pradesh,16594,6092,9995,507
8621,22/06/2020,Uttar Pradesh,17731,6186,10995,550
8622,23/06/2020,Uttar Pradesh,18322,6152,11601,569
8623,24/06/2020,Uttar Pradesh,18893,6189,12116,588
8624,25/06/2020,Uttar Pradesh,19557,6375,12586,596
8625,26/06/2020,Uttar Pradesh,20193,6463,13119,611
8626,27/06/2020,Uttar Pradesh,20943,6730,13583,630
8627,28/06/2020,Uttar Pradesh,21549,6685,14215,649
8628,29/06/2020,Uttar Pradesh,22147,6679,14808,660
8629,30/06/2020,Uttar Pradesh,22828,6650,15506,672
8630,01/07/2020,Uttar Pradesh,23492,6711,16084,697
8631,02/07/2020,Uttar Pradesh,24056,6709,16629,718
8632,03/07/2020,Uttar Pradesh,24825,6869,17221,735
8633,04/07/2020,Uttar Pradesh,25797,7451,17597,749
8634,05/07/2020,Uttar Pradesh,26554,7627,18154,773
8635,06/07/2020,Uttar Pradesh,27707,8161,18761,785
8636,07/07/2020,Uttar Pradesh,28636,8718,19109,809
8637,08/07/2020,Uttar Pradesh,29968,9514,19627,827
8638,09/07/2020,Uttar Pradesh,31156,9980,20331,845
8639,10/07/2020,Uttar Pradesh,32362,10373,21127,862
8640,11/07/2020,Uttar Pradesh,33700,11024,21787,889
8641,12/07/2020,Uttar Pradesh,35092,11490,22689,913
8642,13/07/2020,Uttar Pradesh,36476,12208,23334,934
8643,14/07/2020,Uttar Pradesh,38130,12972,24203,955
8644,15/07/2020,Uttar Pradesh,39724,13758,24983,983
8645,16/07/2020,Uttar Pradesh,41383,14628,25743,1012
8646,17/07/2020,Uttar Pradesh,43441,15720,26675,1046
8647,18/07/2020,Uttar Pradesh,45163,16445,27634,1084
8648,19/07/2020,Uttar Pradesh,47036,17264,28664,1108
8649,20/07/2020,Uttar Pradesh,49247,18256,29845,1146
8650,21/07/2020,Uttar Pradesh,51160,19137,30831,1192
8651,22/07/2020,Uttar Pradesh,53288,20204,31855,1229
8652,23/07/2020,Uttar Pradesh,55588,20825,33500,1263
8653,24/07/2020,Uttar Pradesh,58104,21012,35803,1289
8654,25/07/2020,Uttar Pradesh,60771,21711,37712,1348
8655,26/07/2020,Uttar Pradesh,63742,22452,39903,1387
8656,27/07/2020,Uttar Pradesh,66988,23921,41641,1426
8657,28/07/2020,Uttar Pradesh,70493,26204,42833,1456
8658,29/07/2020,Uttar Pradesh,73951,27934,44520,1497
8659,30/07/2020,Uttar Pradesh,77334,29997,45807,1530
8660,31/07/2020,Uttar Pradesh,81039,32649,46803,1587
8661,01/08/2020,Uttar Pradesh,85461,34968,48863,1630
8662,02/08/2020,Uttar Pradesh,89048,36037,51334,1677
8663,03/08/2020,Uttar Pradesh,92921,38023,53168,1730
8664,04/08/2020,Uttar Pradesh,97362,40191,55393,1778
8665,05/08/2020,Uttar Pradesh,100310,41222,57271,1817
8666,06/08/2020,Uttar Pradesh,104388,41973,60558,1857
8667,07/08/2020,Uttar Pradesh,108974,43654,63402,1918
8668,08/08/2020,Uttar Pradesh,113378,44563,66834,1981
8669,09/08/2020,Uttar Pradesh,118038,46177,69833,2028
8670,10/08/2020,Uttar Pradesh,122609,47890,72650,2069
8671,11/08/2020,Uttar Pradesh,126722,47878,76724,2120
8672,12/08/2020,Uttar Pradesh,131763,48998,80589,2176
8673,13/08/2020,Uttar Pradesh,136238,49347,84661,2230
8674,14/08/2020,Uttar Pradesh,140775,49709,88786,2280
8675,15/08/2020,Uttar Pradesh,145287,50426,92526,2335
8676,16/08/2020,Uttar Pradesh,150061,51437,96231,2393
8677,17/08/2020,Uttar Pradesh,154418,51537,100432,2449
8678,18/08/2020,Uttar Pradesh,158216,50893,104808,2515
8679,19/08/2020,Uttar Pradesh,162434,50242,109607,2585
8680,20/08/2020,Uttar Pradesh,167510,49645,115227,2638
8681,21/08/2020,Uttar Pradesh,172334,48511,121090,2733
8682,22/08/2020,Uttar Pradesh,177239,47785,126657,2797
8683,23/08/2020,Uttar Pradesh,182453,48291,131295,2867
8684,24/08/2020,Uttar Pradesh,187781,49242,135613,2926
8685,25/08/2020,Uttar Pradesh,192382,49288,140107,2987
8686,26/08/2020,Uttar Pradesh,197388,49575,144754,3059
8687,27/08/2020,Uttar Pradesh,203028,51317,148562,3149
8688,28/08/2020,Uttar Pradesh,208419,52309,152893,3217
8689,29/08/2020,Uttar Pradesh,213824,52651,157879,3294
8690,30/08/2020,Uttar Pradesh,219457,53360,162741,3356
8691,31/08/2020,Uttar Pradesh,225632,54666,167543,3423
8692,01/09/2020,Uttar Pradesh,230414,54788,172140,3486
8693,02/09/2020,Uttar Pradesh,235757,55538,176677,3542
8694,03/09/2020,Uttar Pradesh,241439,56459,181364,3616
8695,04/09/2020,Uttar Pradesh,247101,57598,185812,3691
8696,05/09/2020,Uttar Pradesh,253175,58595,190818,3762
8697,06/09/2020,Uttar Pradesh,259765,59963,195959,3843
8698,07/09/2020,Uttar Pradesh,266283,61625,200738,3920
8699,08/09/2020,Uttar Pradesh,271851,62144,205731,3976
8700,09/09/2020,Uttar Pradesh,278473,63256,211170,4047
8701,10/09/2020,Uttar Pradesh,285041,64028,216901,4112
8702,11/09/2020,Uttar Pradesh,292029,66317,221506,4206
8703,12/09/2020,Uttar Pradesh,299045,67321,227442,4282
8704,13/09/2020,Uttar Pradesh,305831,67955,233527,4349
8705,14/09/2020,Uttar Pradesh,312036,68122,239485,4429
8706,15/09/2020,Uttar Pradesh,317195,67287,245417,4491
8707,16/09/2020,Uttar Pradesh,324036,67335,252097,4604
8708,17/09/2020,Uttar Pradesh,330265,67002,258573,4690
8709,18/09/2020,Uttar Pradesh,336294,68235,263288,4771
8710,19/09/2020,Uttar Pradesh,342788,67825,270094,4869
8711,20/09/2020,Uttar Pradesh,348517,66874,276690,4953
8712,21/09/2020,Uttar Pradesh,354275,65954,283274,5047
8713,22/09/2020,Uttar Pradesh,358893,64164,289594,5135
8714,23/09/2020,Uttar Pradesh,364543,63148,296183,5212
8715,24/09/2020,Uttar Pradesh,369686,61698,302689,5299
8716,25/09/2020,Uttar Pradesh,374277,61300,307611,5366
8717,26/09/2020,Uttar Pradesh,378533,59397,313686,5450
8718,27/09/2020,Uttar Pradesh,382835,57086,320232,5517
8719,28/09/2020,Uttar Pradesh,387085,55603,325888,5594
8720,29/09/2020,Uttar Pradesh,390875,53953,331270,5652
8721,30/09/2020,Uttar Pradesh,394856,52160,336981,5715
8722,01/10/2020,Uttar Pradesh,399082,50883,342415,5784
8723,02/10/2020,Uttar Pradesh,403101,50378,346859,5864
8724,03/10/2020,Uttar Pradesh,406995,49112,351966,5917
8725,04/10/2020,Uttar Pradesh,410626,47823,356826,5977
8726,05/10/2020,Uttar Pradesh,414466,46385,362052,6029
8727,06/10/2020,Uttar Pradesh,417437,45024,366321,6092
8728,07/10/2020,Uttar Pradesh,420937,44031,370753,6153
8729,08/10/2020,Uttar Pradesh,424326,43154,374972,6200
8730,09/10/2020,Uttar Pradesh,427459,42552,378662,6245
8731,10/10/2020,Uttar Pradesh,430666,41287,383086,6293
8732,11/10/2020,Uttar Pradesh,433712,40210,387149,6353
8733,12/10/2020,Uttar Pradesh,436979,40019,390566,6394
8734,13/10/2020,Uttar Pradesh,439161,38815,393908,6438
8735,14/10/2020,Uttar Pradesh,442118,38082,397570,6466
8736,15/10/2020,Uttar Pradesh,444711,36898,401306,6507
8737,16/10/2020,Uttar Pradesh,447383,36295,404545,6543
8738,17/10/2020,Uttar Pradesh,449935,35263,408083,6589
8739,18/10/2020,Uttar Pradesh,452660,34420,411611,6629
8740,19/10/2020,Uttar Pradesh,455146,32896,415592,6658
8741,20/10/2020,Uttar Pradesh,456865,31495,418685,6685
8742,21/10/2020,Uttar Pradesh,459154,30416,422024,6714
8743,22/10/2020,Uttar Pradesh,461475,29364,425356,6755
8744,23/10/2020,Uttar Pradesh,463858,29131,427937,6790
8745,24/10/2020,Uttar Pradesh,466060,28268,430962,6830
8746,25/10/2020,Uttar Pradesh,468238,27681,433703,6854
8747,26/10/2020,Uttar Pradesh,470270,27317,436071,6882
8748,27/10/2020,Uttar Pradesh,472077,26652,438521,6904
8749,28/10/2020,Uttar Pradesh,474054,26267,440847,6940
8750,29/10/2020,Uttar Pradesh,476034,25487,443589,6958
8751,30/10/2020,Uttar Pradesh,477895,24858,446054,6983
8752,31/10/2020,Uttar Pradesh,480082,24431,448644,7007
8753,01/11/2020,Uttar Pradesh,481863,23768,451070,7025
8754,02/11/2020,Uttar Pradesh,483832,23323,453458,7051
8755,03/11/2020,Uttar Pradesh,485609,23035,455498,7076
8756,04/11/2020,Uttar Pradesh,487335,22538,457708,7089
8757,05/11/2020,Uttar Pradesh,489502,22676,459722,7104
8758,06/11/2020,Uttar Pradesh,491354,23150,461073,7131
8759,07/11/2020,Uttar Pradesh,493527,23132,463240,7155
8760,08/11/2020,Uttar Pradesh,495421,22991,465250,7180
8761,09/11/2020,Uttar Pradesh,497563,23249,467108,7206
8762,10/11/2020,Uttar Pradesh,499199,22965,469003,7231
8763,11/11/2020,Uttar Pradesh,501311,22846,471204,7261
8764,12/11/2020,Uttar Pradesh,503159,22562,473316,7281
8765,13/11/2020,Uttar Pradesh,505426,22949,475175,7302
8766,14/11/2020,Uttar Pradesh,507602,23095,477180,7327
8767,15/11/2020,Uttar Pradesh,509903,23367,479182,7354
8768,16/11/2020,Uttar Pradesh,511304,22967,480965,7372
8769,17/11/2020,Uttar Pradesh,512850,22603,482854,7393
8770,18/11/2020,Uttar Pradesh,514270,22166,484692,7412
8771,19/11/2020,Uttar Pradesh,516616,21954,487221,7441
8772,20/11/2020,Uttar Pradesh,519148,22757,488911,7480
8773,21/11/2020,Uttar Pradesh,521988,23357,491131,7500
8774,22/11/2020,Uttar Pradesh,524223,23471,493228,7524
8775,23/11/2020,Uttar Pradesh,526780,23806,495415,7559
8776,24/11/2020,Uttar Pradesh,528833,23776,497475,7582
8777,25/11/2020,Uttar Pradesh,531050,23928,499507,7615
8778,26/11/2020,Uttar Pradesh,533355,24876,500835,7644
8779,27/11/2020,Uttar Pradesh,535449,25422,502353,7674
8780,28/11/2020,Uttar Pradesh,537747,25639,504411,7697
8781,29/11/2020,Uttar Pradesh,539899,25243,506938,7718
8782,30/11/2020,Uttar Pradesh,541873,24575,509556,7742
8783,01/12/2020,Uttar Pradesh,543888,24099,512028,7761
8784,16/03/2020,Uttarakhand,1,1,0,0
8785,17/03/2020,Uttarakhand,1,1,0,0
8786,18/03/2020,Uttarakhand,1,1,0,0
8787,19/03/2020,Uttarakhand,1,1,0,0
8788,20/03/2020,Uttarakhand,1,1,0,0
8789,21/03/2020,Uttarakhand,3,3,0,0
8790,22/03/2020,Uttarakhand,3,3,0,0
8791,23/03/2020,Uttarakhand,3,3,0,0
8792,24/03/2020,Uttarakhand,3,3,0,0
8793,25/03/2020,Uttarakhand,4,4,0,0
8794,26/03/2020,Uttarakhand,5,5,0,0
8795,27/03/2020,Uttarakhand,5,5,0,0
8796,28/03/2020,Uttarakhand,5,5,0,0
8797,29/03/2020,Uttarakhand,6,5,1,0
8798,30/03/2020,Uttarakhand,7,5,2,0
8799,31/03/2020,Uttarakhand,7,5,2,0
8800,01/04/2020,Uttarakhand,7,5,2,0
8801,02/04/2020,Uttarakhand,7,5,2,0
8802,03/04/2020,Uttarakhand,10,8,2,0
8803,04/04/2020,Uttarakhand,16,14,2,0
8804,05/04/2020,Uttarakhand,22,20,2,0
8805,06/04/2020,Uttarakhand,26,22,4,0
8806,07/04/2020,Uttarakhand,31,26,5,0
8807,08/04/2020,Uttarakhand,31,26,5,0
8808,09/04/2020,Uttarakhand,33,28,5,0
8809,10/04/2020,Uttarakhand,35,30,5,0
8810,11/04/2020,Uttarakhand,35,30,5,0
8811,12/04/2020,Uttarakhand,35,30,5,0
8812,13/04/2020,Uttarakhand,35,30,5,0
8813,14/04/2020,Uttarakhand,35,30,5,0
8814,15/04/2020,Uttarakhand,37,28,9,0
8815,16/04/2020,Uttarakhand,37,28,9,0
8816,17/04/2020,Uttarakhand,37,28,9,0
8817,18/04/2020,Uttarakhand,40,31,9,0
8818,19/04/2020,Uttarakhand,42,33,9,0
8819,20/04/2020,Uttarakhand,44,33,11,0
8820,21/04/2020,Uttarakhand,46,28,18,0
8821,22/04/2020,Uttarakhand,46,27,19,0
8822,23/04/2020,Uttarakhand,46,23,23,0
8823,24/04/2020,Uttarakhand,47,23,24,0
8824,25/04/2020,Uttarakhand,48,23,25,0
8825,26/04/2020,Uttarakhand,48,22,26,0
8826,27/04/2020,Uttarakhand,50,22,28,0
8827,28/04/2020,Uttarakhand,51,18,33,0
8828,29/04/2020,Uttarakhand,54,21,33,0
8829,30/04/2020,Uttarakhand,55,19,36,0
8830,01/05/2020,Uttarakhand,57,21,36,0
8831,02/05/2020,Uttarakhand,58,22,36,0
8832,03/05/2020,Uttarakhand,59,20,39,0
8833,04/05/2020,Uttarakhand,60,21,39,0
8834,05/05/2020,Uttarakhand,60,20,39,1
8835,06/05/2020,Uttarakhand,61,21,39,1
8836,07/05/2020,Uttarakhand,61,21,39,1
8837,08/05/2020,Uttarakhand,61,21,39,1
8838,09/05/2020,Uttarakhand,63,16,46,1
8839,10/05/2020,Uttarakhand,67,20,46,1
8840,11/05/2020,Uttarakhand,68,21,46,1
8841,12/05/2020,Uttarakhand,68,21,46,1
8842,13/05/2020,Uttarakhand,69,22,46,1
8843,14/05/2020,Uttarakhand,72,25,46,1
8844,15/05/2020,Uttarakhand,78,27,50,1
8845,16/05/2020,Uttarakhand,82,30,51,1
8846,17/05/2020,Uttarakhand,88,36,51,1
8847,18/05/2020,Uttarakhand,92,39,52,1
8848,19/05/2020,Uttarakhand,93,40,52,1
8849,20/05/2020,Uttarakhand,111,58,52,1
8850,21/05/2020,Uttarakhand,122,68,53,1
8851,22/05/2020,Uttarakhand,146,91,54,1
8852,23/05/2020,Uttarakhand,153,96,56,1
8853,24/05/2020,Uttarakhand,244,186,56,2
8854,25/05/2020,Uttarakhand,317,256,58,3
8855,26/05/2020,Uttarakhand,349,288,58,3
8856,27/05/2020,Uttarakhand,401,333,64,4
8857,28/05/2020,Uttarakhand,469,386,79,4
8858,29/05/2020,Uttarakhand,500,417,79,4
8859,30/05/2020,Uttarakhand,716,609,102,5
8860,31/05/2020,Uttarakhand,749,642,102,5
8861,01/06/2020,Uttarakhand,907,800,102,5
8862,02/06/2020,Uttarakhand,958,730,222,6
8863,03/06/2020,Uttarakhand,1043,784,252,7
8864,04/06/2020,Uttarakhand,1085,795,282,8
8865,05/06/2020,Uttarakhand,1153,846,297,10
8866,06/06/2020,Uttarakhand,1215,860,344,11
8867,07/06/2020,Uttarakhand,1303,869,423,11
8868,08/06/2020,Uttarakhand,1355,814,528,13
8869,09/06/2020,Uttarakhand,1411,684,714,13
8870,10/06/2020,Uttarakhand,1537,769,755,13
8871,11/06/2020,Uttarakhand,1562,716,831,15
8872,12/06/2020,Uttarakhand,1643,786,842,15
8873,13/06/2020,Uttarakhand,1724,756,947,21
8874,14/06/2020,Uttarakhand,1785,685,1077,23
8875,15/06/2020,Uttarakhand,1819,684,1111,24
8876,16/06/2020,Uttarakhand,1845,632,1189,24
8877,17/06/2020,Uttarakhand,1942,701,1216,25
8878,18/06/2020,Uttarakhand,2023,743,1254,26
8879,19/06/2020,Uttarakhand,2102,690,1386,26
8880,20/06/2020,Uttarakhand,2177,718,1433,26
8881,21/06/2020,Uttarakhand,2301,824,1450,27
8882,22/06/2020,Uttarakhand,2344,817,1500,27
8883,23/06/2020,Uttarakhand,2402,853,1521,28
8884,24/06/2020,Uttarakhand,2535,903,1602,30
8885,25/06/2020,Uttarakhand,2623,867,1721,35
8886,26/06/2020,Uttarakhand,2691,897,1758,36
8887,27/06/2020,Uttarakhand,2725,866,1822,37
8888,28/06/2020,Uttarakhand,2791,842,1912,37
8889,29/06/2020,Uttarakhand,2823,767,2018,38
8890,30/06/2020,Uttarakhand,2831,681,2111,39
8891,01/07/2020,Uttarakhand,2881,609,2231,41
8892,02/07/2020,Uttarakhand,2947,589,2317,41
8893,03/07/2020,Uttarakhand,2984,537,2405,42
8894,04/07/2020,Uttarakhand,3048,525,2481,42
8895,05/07/2020,Uttarakhand,3093,549,2502,42
8896,06/07/2020,Uttarakhand,3124,558,2524,42
8897,07/07/2020,Uttarakhand,3161,533,2586,42
8898,08/07/2020,Uttarakhand,3230,566,2621,43
8899,09/07/2020,Uttarakhand,3258,562,2650,46
8900,10/07/2020,Uttarakhand,3305,587,2672,46
8901,11/07/2020,Uttarakhand,3373,621,2706,46
8902,12/07/2020,Uttarakhand,3417,653,2718,46
8903,13/07/2020,Uttarakhand,3537,704,2786,47
8904,14/07/2020,Uttarakhand,3608,703,2856,49
8905,15/07/2020,Uttarakhand,3686,769,2867,50
8906,16/07/2020,Uttarakhand,3785,787,2948,50
8907,17/07/2020,Uttarakhand,3982,937,2995,50
8908,18/07/2020,Uttarakhand,4102,1030,3021,51
8909,19/07/2020,Uttarakhand,4276,1143,3081,52
8910,20/07/2020,Uttarakhand,4515,1347,3116,52
8911,21/07/2020,Uttarakhand,4642,1375,3212,55
8912,22/07/2020,Uttarakhand,4849,1497,3297,55
8913,23/07/2020,Uttarakhand,5300,1894,3349,57
8914,24/07/2020,Uttarakhand,5445,1986,3399,60
8915,25/07/2020,Uttarakhand,5445,1986,3399,60
8916,26/07/2020,Uttarakhand,5961,2403,3495,63
8917,27/07/2020,Uttarakhand,6104,2475,3566,63
8918,28/07/2020,Uttarakhand,6328,2587,3675,66
8919,29/07/2020,Uttarakhand,6587,2797,3720,70
8920,30/07/2020,Uttarakhand,6866,2983,3811,72
8921,31/07/2020,Uttarakhand,7065,2993,3996,76
8922,01/08/2020,Uttarakhand,7183,2935,4168,80
8923,02/08/2020,Uttarakhand,7447,3034,4330,83
8924,03/08/2020,Uttarakhand,7593,3070,4437,86
8925,04/08/2020,Uttarakhand,7800,3172,4538,90
8926,05/08/2020,Uttarakhand,8008,3066,4847,95
8927,06/08/2020,Uttarakhand,8254,2923,5233,98
8928,07/08/2020,Uttarakhand,8552,3027,5427,98
8929,08/08/2020,Uttarakhand,8901,3058,5731,112
8930,09/08/2020,Uttarakhand,9402,3322,5963,117
8931,10/08/2020,Uttarakhand,9632,3373,6134,125
8932,11/08/2020,Uttarakhand,10021,3586,6301,134
8933,12/08/2020,Uttarakhand,10432,3826,6470,136
8934,13/08/2020,Uttarakhand,10886,4059,6687,140
8935,14/08/2020,Uttarakhand,11302,4145,7014,143
8936,15/08/2020,Uttarakhand,11615,3966,7502,147
8937,16/08/2020,Uttarakhand,11940,4041,7748,151
8938,17/08/2020,Uttarakhand,12175,3923,8100,152
8939,18/08/2020,Uttarakhand,12493,3850,8485,158
8940,19/08/2020,Uttarakhand,12961,4073,8724,164
8941,20/08/2020,Uttarakhand,13225,3915,9132,178
8942,21/08/2020,Uttarakhand,13636,4016,9433,187
8943,22/08/2020,Uttarakhand,14083,4215,9676,192
8944,23/08/2020,Uttarakhand,14566,4350,10021,195
8945,24/08/2020,Uttarakhand,15124,4444,10480,200
8946,25/08/2020,Uttarakhand,15529,4410,10912,207
8947,26/08/2020,Uttarakhand,16014,4600,11201,213
8948,27/08/2020,Uttarakhand,16549,4806,11524,219
8949,28/08/2020,Uttarakhand,17277,5274,11775,228
8950,29/08/2020,Uttarakhand,17865,5502,12124,239
8951,30/08/2020,Uttarakhand,18571,5735,12586,250
8952,31/08/2020,Uttarakhand,19235,5912,13066,257
8953,01/09/2020,Uttarakhand,19827,5908,13650,269
8954,02/09/2020,Uttarakhand,20398,6042,14076,280
8955,03/09/2020,Uttarakhand,21234,6442,14501,291
8956,04/09/2020,Uttarakhand,22180,6871,15009,300
8957,05/09/2020,Uttarakhand,23011,7188,15511,312
8958,06/09/2020,Uttarakhand,23961,7575,16056,330
8959,07/09/2020,Uttarakhand,24629,7640,16648,341
8960,08/09/2020,Uttarakhand,25436,7965,17123,348
8961,09/09/2020,Uttarakhand,26094,8261,17473,360
8962,10/09/2020,Uttarakhand,27211,8577,18262,372
8963,11/09/2020,Uttarakhand,28266,9106,18783,377
8964,12/09/2020,Uttarakhand,29221,9405,19428,388
8965,13/09/2020,Uttarakhand,30336,9781,20153,402
8966,14/09/2020,Uttarakhand,31973,10519,21040,414
8967,15/09/2020,Uttarakhand,33016,10374,22213,429
8968,16/09/2020,Uttarakhand,34407,10739,23230,438
8969,17/09/2020,Uttarakhand,35947,11068,24432,447
8970,18/09/2020,Uttarakhand,37139,11714,24965,460
8971,19/09/2020,Uttarakhand,38007,11293,26250,464
8972,20/09/2020,Uttarakhand,40085,12465,27142,478
8973,21/09/2020,Uttarakhand,40963,12455,28017,491
8974,22/09/2020,Uttarakhand,41777,12075,29201,501
8975,23/09/2020,Uttarakhand,42651,11831,30308,512
8976,24/09/2020,Uttarakhand,43720,11867,31324,529
8977,25/09/2020,Uttarakhand,44404,11507,32355,542
8978,26/09/2020,Uttarakhand,45332,10934,33843,555
