S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
2332,07/06/2020,Delhi,27654,16229,10664,761
2333,08/06/2020,Delhi,27654,16229,10664,761
2334,09/06/2020,Delhi,29943,17712,11357,874
2335,10/06/2020,Delhi,31309,18543,11861,905
2336,11/06/2020,Delhi,32810,19581,12245,984
2337,12/06/2020,Delhi,34687,20871,12731,1085
2338,13/06/2020,Delhi,36824,22212,13398,1214
2339,14/06/2020,Delhi,38958,22742,14945,1271
2340,15/06/2020,Delhi,41182,24032,15823,1327
2341,16/06/2020,Delhi,42829,25002,16427,1400
2342,17/06/2020,Delhi,44688,26351,16500,1837
2343,18/06/2020,Delhi,47102,27741,17457,1904
2344,19/06/2020,Delhi,49979,26669,21341,1969
2345,20/06/2020,Delhi,53116,27512,23569,2035
2346,21/06/2020,Delhi,56746,23340,31294,2112
2347,22/06/2020,Delhi,59746,24558,33013,2175
2348,23/06/2020,Delhi,62655,23820,36602,2233
2349,24/06/2020,Delhi,66602,24988,39313,2301
2350,25/06/2020,Delhi,70390,26588,41437,2365
2351,26/06/2020,Delhi,73780,26586,44765,2429
2352,27/06/2020,Delhi,77240,27657,47091,2492
2353,28/06/2020,Delhi,80188,28329,49301,2558
2354,29/06/2020,Delhi,83077,27847,52607,2623
2355,30/06/2020,Delhi,85161,26246,56235,2680
2356,01/07/2020,Delhi,87360,26270,58348,2742
2357,02/07/2020,Delhi,89802,27007,59992,2803
2358,03/07/2020,Delhi,92175,26304,63007,2864
2359,04/07/2020,Delhi,94695,26148,65624,2923
2360,05/07/2020,Delhi,97200,25940,68256,3004
2361,06/07/2020,Delhi,99444,25038,71339,3067
2362,07/07/2020,Delhi,100823,25620,72088,3115
2363,08/07/2020,Delhi,102831,25449,74217,3165
2364,09/07/2020,Delhi,104864,23452,78199,3213
2365,10/07/2020,Delhi,107051,21567,82226,3258
2366,11/07/2020,Delhi,109140,21146,84694,3300
2367,12/07/2020,Delhi,110921,19895,87692,3334
2368,13/07/2020,Delhi,112494,19155,89968,3371
2369,14/07/2020,Delhi,113740,19017,91312,3411
2370,15/07/2020,Delhi,115346,18664,93236,3446
2371,16/07/2020,Delhi,116993,17807,95699,3487
2372,17/07/2020,Delhi,118645,17407,97693,3545
2373,18/07/2020,Delhi,120107,17235,99301,3571
2374,19/07/2020,Delhi,121582,16711,101274,3597
2375,20/07/2020,Delhi,122793,16031,103134,3628
2376,21/07/2020,Delhi,123747,15166,104918,3663
2377,22/07/2020,Delhi,125096,15288,106118,3690
2378,23/07/2020,Delhi,126323,14954,107650,3719
2379,24/07/2020,Delhi,127364,14554,109065,3745
2380,25/07/2020,Delhi,128389,13681,110931,3777
2381,26/07/2020,Delhi,129531,12657,113068,3806
2382,27/07/2020,Delhi,130606,11904,114875,3827
2383,28/07/2020,Delhi,131219,10994,116372,3853
2384,29/07/2020,Delhi,132275,10887,117507,3881
2385,30/07/2020,Delhi,133310,10770,118633,3907
2386,31/07/2020,Delhi,134403,10743,119724,3936
2387,01/08/2020,Delhi,135598,10705,120930,3963
2388,02/08/2020,Delhi,136716,10596,122131,3989
2389,03/08/2020,Delhi,137677,10356,123317,4004
2390,04/08/2020,Delhi,138482,10207,124254,4021
2391,05/08/2020,Delhi,139156,9897,125226,4033
2392,06/08/2020,Delhi,140232,10072,126116,4044
2393,07/08/2020,Delhi,141531,10348,127124,4059
2394,08/08/2020,Delhi,142723,10409,128232,4082
2395,09/08/2020,Delhi,144127,10667,129362,4098
2396,10/08/2020,Delhi,145427,10729,130587,4111
2397,11/08/2020,Delhi,146134,10346,131657,4131
2398,12/08/2020,Delhi,147391,10868,132384,4139
2399,13/08/2020,Delhi,148504,10946,133405,4153
2400,14/08/2020,Delhi,149460,10975,134318,4167
2401,15/08/2020,Delhi,150652,11366,135108,4178
2402,16/08/2020,Delhi,151928,11489,136251,4188
2403,17/08/2020,Delhi,152580,10823,137561,4196
2404,18/08/2020,Delhi,153367,10852,138301,4214
2405,19/08/2020,Delhi,154741,11068,139447,4226
2406,20/08/2020,Delhi,156139,11137,140767,4235
2407,21/08/2020,Delhi,157354,11271,141826,4257
2408,22/08/2020,Delhi,158604,11426,142908,4270
2409,23/08/2020,Delhi,160016,11594,144138,4284
2410,24/08/2020,Delhi,161466,11778,145388,4300
2411,25/08/2020,Delhi,162527,11626,146588,4313
2412,26/08/2020,Delhi,164071,11998,147743,4330
2413,27/08/2020,Delhi,165764,12520,148897,4347
2414,28/08/2020,Delhi,167604,13208,150027,4369
2415,29/08/2020,Delhi,169412,13550,151473,4389
2416,30/08/2020,Delhi,171366,14040,152922,4404
2417,31/08/2020,Delhi,173390,14793,154171,4426
2418,01/09/2020,Delhi,174748,14626,155678,4444
2419,02/09/2020,Delhi,177060,15870,156728,4462
2420,03/09/2020,Delhi,179569,16502,158586,4481
2421,04/09/2020,Delhi,182306,17692,160114,4500
2422,05/09/2020,Delhi,185220,18842,161865,4513
2423,06/09/2020,Delhi,188193,19870,163785,4538
2424,07/09/2020,Delhi,191449,20909,165973,4567
2425,08/09/2020,Delhi,193526,20543,168384,4599
2426,09/09/2020,Delhi,197135,22377,170140,4618
2427,10/09/2020,Delhi,201174,23773,172763,4638
2428,11/09/2020,Delhi,205482,25416,175400,4666
2429,12/09/2020,Delhi,209748,26907,178154,4687
2430,13/09/2020,Delhi,214069,28059,181295,4715
2431,14/09/2020,Delhi,218304,28812,184748,4744
2432,15/09/2020,Delhi,221533,28641,188122,4770
2433,16/09/2020,Delhi,225796,29787,191203,4806
2434,17/09/2020,Delhi,230269,30914,194516,4839
2435,18/09/2020,Delhi,234701,31721,198103,4877
2436,19/09/2020,Delhi,238828,32250,201671,4907
2437,20/09/2020,Delhi,242899,32064,205890,4945
2438,21/09/2020,Delhi,246711,32097,209632,4982
2439,22/09/2020,Delhi,249259,30941,213304,5014
2440,23/09/2020,Delhi,253075,31623,216401,5051
2441,24/09/2020,Delhi,256789,30836,220866,5087
2442,25/09/2020,Delhi,260623,31125,224375,5123
2443,26/09/2020,Delhi,264450,30867,228436,5147
2444,27/09/2020,Delhi,267822,29717,232912,5193
2445,28/09/2020,Delhi,271114,29228,236651,5235
2446,29/09/2020,Delhi,273098,27123,240703,5272
2447,30/09/2020,Delhi,276325,27524,243481,5320
2448,01/10/2020,Delhi,279715,26908,247446,5361
2449,02/10/2020,Delhi,282752,26738,250613,5401
2450,03/10/2020,Delhi,285672,26450,253784,5438
2451,04/10/2020,Delhi,287930,25234,257224,5472
2452,05/10/2020,Delhi,290613,24753,260350,5510
2453,06/10/2020,Delhi,292560,23080,263938,5542
2454,07/10/2020,Delhi,295236,22720,266935,5581
2455,08/10/2020,Delhi,298107,22186,270305,5616
2456,09/10/2020,Delhi,300833,22232,272948,5653
2457,10/10/2020,Delhi,303693,21955,276046,5692
2458,11/10/2020,Delhi,306559,22007,278812,5740
2459,12/10/2020,Delhi,309339,21701,281869,5769
2460,13/10/2020,Delhi,311188,20535,284844,5809
2461,14/10/2020,Delhi,314224,21490,286880,5854
2462,15/10/2020,Delhi,317548,21903,289747,5898
2463,16/10/2020,Delhi,321031,22605,292502,5924
2464,17/10/2020,Delhi,324459,22814,295699,5946
2465,18/10/2020,Delhi,327718,22884,298853,5981
2466,19/10/2020,Delhi,331017,23292,301716,6009
2467,20/10/2020,Delhi,333171,22570,304561,6040
2468,21/10/2020,Delhi,336750,23922,306747,6081
2469,22/10/2020,Delhi,340436,24117,310191,6128
2470,23/10/2020,Delhi,344318,25237,312918,6163
2471,24/10/2020,Delhi,348404,26001,316214,6189
2472,25/10/2020,Delhi,352520,26467,319828,6225
2473,26/10/2020,Delhi,356656,26744,323654,6258
2474,27/10/2020,Delhi,359488,25786,327390,6312
2475,28/10/2020,Delhi,364341,27873,330112,6356
2476,29/10/2020,Delhi,370014,29378,334240,6396
2477,30/10/2020,Delhi,375753,30952,338378,6423
2478,31/10/2020,Delhi,381644,32363,342811,6470
2479,01/11/2020,Delhi,386706,32719,347476,6511
2480,02/11/2020,Delhi,392370,34173,351635,6562
2481,03/11/2020,Delhi,396371,33308,356459,6604
2482,04/11/2020,Delhi,403096,36375,360069,6652
2483,05/11/2020,Delhi,409938,37369,365866,6703
2484,06/11/2020,Delhi,416653,38729,371155,6769
2485,07/11/2020,Delhi,423831,39722,377276,6833
2486,08/11/2020,Delhi,430784,40258,383614,6912
2487,09/11/2020,Delhi,438529,41857,389683,6989
2488,10/11/2020,Delhi,443552,39795,396697,7060
2489,11/11/2020,Delhi,451382,41385,402854,7143
2490,12/11/2020,Delhi,459975,42629,410118,7228
2491,13/11/2020,Delhi,467028,43116,416580,7332
2492,14/11/2020,Delhi,474830,44329,423078,7423
2493,15/11/2020,Delhi,482170,44456,430195,7519
2494,16/11/2020,Delhi,485405,39990,437801,7614
2495,17/11/2020,Delhi,489202,40128,441361,7713
2496,18/11/2020,Delhi,495598,42004,445782,7812
2497,19/11/2020,Delhi,503084,42458,452683,7943
2498,20/11/2020,Delhi,510630,43221,459368,8041
2499,21/11/2020,Delhi,517238,40936,468143,8159
2500,22/11/2020,Delhi,523117,39741,475106,8270
2501,23/11/2020,Delhi,529863,40212,481260,8391
2502,24/11/2020,Delhi,534317,37329,488476,8512
2503,25/11/2020,Delhi,540541,38501,493419,8621
2504,26/11/2020,Delhi,545787,38287,498780,8720
2505,27/11/2020,Delhi,551262,38734,503717,8811
2506,28/11/2020,Delhi,556744,38181,509654,8909
2507,29/11/2020,Delhi,561742,36578,516166,8998
2508,30/11/2020,Delhi,566648,35091,522491,9066
2509,01/12/2020,Delhi,570374,32885,528315,9174
2510,26/03/2020,Goa,3,3,0,0
2511,27/03/2020,Goa,3,3,0,0
2512,28/03/2020,Goa,3,3,0,0
2513,29/03/2020,Goa,3,3,0,0
2514,30/03/2020,Goa,5,5,0,0
2515,31/03/2020,Goa,5,5,0,0
2516,01/04/2020,Goa,5,5,0,0
2517,02/04/2020,Goa,5,5,0,0
2518,03/04/2020,Goa,6,6,0,0
2519,04/04/2020,Goa,6,6,0,0
2520,05/04/2020,Goa,7,7,0,0
2521,06/04/2020,Goa,7,7,0,0
2522,07/04/2020,Goa,7,7,0,0
2523,08/04/2020,Goa,7,7,0,0
2524,09/04/2020,Goa,7,7,0,0
2525,10/04/2020,Goa,7,7,0,0
2526,11/04/2020,Goa,7,6,1,0
2527,12/04/2020,Goa,7,2,5,0
2528,13/04/2020,Goa,7,2,5,0
2529,14/04/2020,Goa,7,2,5,0
2530,15/04/2020,Goa,7,2,5,0
2531,16/04/2020,Goa,7,2,5,0
2532,17/04/2020,Goa,7,1,6,0
2533,18/04/2020,Goa,7,1,6,0
2534,19/04/2020,Goa,7,1,6,0
2535,20/04/2020,Goa,7,0,7,0
2536,21/04/2020,Goa,7,0,7,0
2537,22/04/2020,Goa,7,0,7,0
2538,23/04/2020,Goa,7,0,7,0
2539,24/04/2020,Goa,7,0,7,0
2540,25/04/2020,Goa,7,0,7,0
2541,26/04/2020,Goa,7,0,7,0
2542,27/04/2020,Goa,7,0,7,0
2543,28/04/2020,Goa,7,0,7,0
2544,29/04/2020,Goa,7,0,7,0
2545,30/04/2020,Goa,7,0,7,0
2546,01/05/2020,Goa,7,0,7,0
2547,02/05/2020,Goa,7,0,7,0
2548,03/05/2020,Goa,7,0,7,0
2549,04/05/2020,Goa,7,0,7,0
2550,05/05/2020,Goa,7,0,7,0
2551,06/05/2020,Goa,7,0,7,0
2552,07/05/2020,Goa,7,0,7,0
2553,08/05/2020,Goa,7,0,7,0
2554,09/05/2020,Goa,7,0,7,0
2555,10/05/2020,Goa,7,0,7,0
2556,11/05/2020,Goa,7,0,7,0
2557,12/05/2020,Goa,7,0,7,0
2558,13/05/2020,Goa,7,0,7,0
2559,14/05/2020,Goa,7,0,7,0
2560,15/05/2020,Goa,14,7,7,0
2561,16/05/2020,Goa,15,8,7,0
2562,17/05/2020,Goa,17,10,7,0
2563,18/05/2020,Goa,29,22,7,0
2564,19/05/2020,Goa,38,31,7,0
2565,20/05/2020,Goa,46,39,7,0
2566,21/05/2020,Goa,50,43,7,0
2567,22/05/2020,Goa,52,45,7,0
2568,23/05/2020,Goa,54,38,16,0
2569,24/05/2020,Goa,55,39,16,0
2570,25/05/2020,Goa,66,47,19,0
2571,26/05/2020,Goa,67,48,19,0
2572,27/05/2020,Goa,67,39,28,0
2573,28/05/2020,Goa,68,31,37,0
2574,29/05/2020,Goa,69,31,38,0
2575,30/05/2020,Goa,69,28,41,0
2576,31/05/2020,Goa,70,29,41,0
2577,01/06/2020,Goa,70,28,42,0
2578,02/06/2020,Goa,71,29,42,0
2579,03/06/2020,Goa,79,22,57,0
2580,04/06/2020,Goa,79,22,57,0
2581,05/06/2020,Goa,166,109,57,0
2582,06/06/2020,Goa,196,131,65,0
2583,07/06/2020,Goa,267,202,65,0
2584,08/06/2020,Goa,300,235,65,0
2585,09/06/2020,Goa,330,263,67,0
2586,10/06/2020,Goa,359,292,67,0
2587,11/06/2020,Goa,387,320,67,0
2588,12/06/2020,Goa,417,350,67,0
2589,13/06/2020,Goa,463,394,69,0
2590,14/06/2020,Goa,523,453,70,0
2591,15/06/2020,Goa,564,490,74,0
2592,16/06/2020,Goa,592,507,85,0
2593,17/06/2020,Goa,629,544,85,0
2594,18/06/2020,Goa,656,560,96,0
2595,19/06/2020,Goa,705,596,109,0
2596,20/06/2020,Goa,725,607,118,0
2597,21/06/2020,Goa,754,625,129,0
2598,22/06/2020,Goa,754,625,129,0
2599,23/06/2020,Goa,864,711,152,1
2600,24/06/2020,Goa,909,703,205,1
2601,25/06/2020,Goa,951,660,289,2
2602,26/06/2020,Goa,995,658,335,2
2603,27/06/2020,Goa,1039,667,370,2
2604,28/06/2020,Goa,1128,706,420,2
2605,29/06/2020,Goa,1198,717,478,3
2606,30/06/2020,Goa,1198,717,478,3
2607,01/07/2020,Goa,1315,716,596,3
2608,02/07/2020,Goa,1387,713,670,4
2609,03/07/2020,Goa,1482,744,734,4
2610,04/07/2020,Goa,1482,744,734,4
2611,05/07/2020,Goa,1684,853,825,6
2612,06/07/2020,Goa,1761,818,936,7
2613,07/07/2020,Goa,1813,745,1061,7
2614,08/07/2020,Goa,1903,739,1156,8
2615,09/07/2020,Goa,2039,824,1207,8
2616,10/07/2020,Goa,2151,869,1273,9
2617,11/07/2020,Goa,2251,895,1347,9
2618,12/07/2020,Goa,2368,928,1428,12
2619,13/07/2020,Goa,2453,952,1487,14
2620,14/07/2020,Goa,2583,1026,1540,17
2621,15/07/2020,Goa,2753,1128,1607,18
2622,16/07/2020,Goa,2951,1259,1674,18
2623,17/07/2020,Goa,3108,1272,1817,19
2624,18/07/2020,Goa,3304,1337,1946,21
2625,19/07/2020,Goa,3484,1425,2038,21
2626,20/07/2020,Goa,3657,1417,2218,22
2627,21/07/2020,Goa,3853,1469,2361,23
2628,22/07/2020,Goa,4027,1552,2449,26
2629,23/07/2020,Goa,4176,1607,2541,28
2630,24/07/2020,Goa,4350,1666,2655,29
2631,25/07/2020,Goa,4540,1646,2865,29
2632,26/07/2020,Goa,4686,1606,3047,33
2633,27/07/2020,Goa,4861,1549,3277,35
2634,28/07/2020,Goa,5119,1673,3410,36
2635,29/07/2020,Goa,5287,1656,3595,36
2636,30/07/2020,Goa,5489,1666,3784,39
2637,31/07/2020,Goa,5704,1657,4005,42
2638,01/08/2020,Goa,5913,1657,4211,45
2639,02/08/2020,Goa,6193,1707,4438,48
2640,03/08/2020,Goa,6530,1809,4668,53
2641,04/08/2020,Goa,6816,1884,4876,56
2642,05/08/2020,Goa,7075,1901,5114,60
2643,06/08/2020,Goa,7423,2072,5287,64
2644,07/08/2020,Goa,7614,2095,5453,66
2645,08/08/2020,Goa,7947,2282,5595,70
2646,09/08/2020,Goa,8206,2332,5802,72
2647,10/08/2020,Goa,8712,2642,5995,75
2648,11/08/2020,Goa,9029,2741,6208,80
2649,12/08/2020,Goa,9444,2878,6480,86
2650,13/08/2020,Goa,9924,3194,6641,89
2651,14/08/2020,Goa,10494,3491,6912,91
2652,15/08/2020,Goa,10970,3720,7157,93
2653,16/08/2020,Goa,11339,3753,7488,98
2654,17/08/2020,Goa,11639,3760,7775,104
2655,18/08/2020,Goa,11994,3825,8058,111
2656,19/08/2020,Goa,12333,3861,8356,116
2657,20/08/2020,Goa,12675,3838,8713,124
2658,21/08/2020,Goa,13099,3910,9063,126
2659,22/08/2020,Goa,13484,3809,9540,135
2660,23/08/2020,Goa,13790,3631,10019,140
2661,24/08/2020,Goa,13999,3383,10472,144
2662,25/08/2020,Goa,14138,3081,10909,148
2663,26/08/2020,Goa,14530,3149,11224,157
2664,27/08/2020,Goa,15027,3351,11511,165
2665,28/08/2020,Goa,15483,3445,11867,171
2666,29/08/2020,Goa,16006,3535,12296,175
2667,30/08/2020,Goa,16553,3646,12729,178
2668,31/08/2020,Goa,17004,3635,13186,183
2669,01/09/2020,Goa,17418,3649,13577,192
2670,02/09/2020,Goa,18006,3962,13850,194
2671,03/09/2020,Goa,18642,4379,14059,204
2672,04/09/2020,Goa,19355,4782,14361,212
2673,05/09/2020,Goa,19863,4896,14747,220
2674,06/09/2020,Goa,20455,4945,15281,229
2675,07/09/2020,Goa,20829,4754,15839,236
2676,08/09/2020,Goa,21173,4501,16427,245
2677,09/09/2020,Goa,21630,4499,16875,256
2678,10/09/2020,Goa,22251,4833,17156,262
2679,11/09/2020,Goa,22890,5030,17592,268
2680,12/09/2020,Goa,23445,5104,18065,276
2681,13/09/2020,Goa,24185,5323,18576,286
2682,14/09/2020,Goa,24592,5173,19129,290
2683,15/09/2020,Goa,24898,4946,19648,304
2684,16/09/2020,Goa,25511,5102,20094,315
2685,17/09/2020,Goa,26139,5375,20445,319
2686,18/09/2020,Goa,26783,5612,20844,327
2687,19/09/2020,Goa,27379,5730,21314,335
2688,20/09/2020,Goa,28022,5920,21760,342
2689,21/09/2020,Goa,28429,5781,22297,351
2690,22/09/2020,Goa,28753,5667,22726,360
2691,23/09/2020,Goa,29343,5513,23462,368
2692,24/09/2020,Goa,29879,5646,23857,376
2693,25/09/2020,Goa,30552,5822,24347,383
2694,26/09/2020,Goa,31071,5614,25071,386
2695,27/09/2020,Goa,31574,5424,25759,391
2696,28/09/2020,Goa,31958,5097,26460,401
2697,29/09/2020,Goa,32396,4917,27072,407
2698,30/09/2020,Goa,32777,4577,27781,419
2699,01/10/2020,Goa,33418,4865,28125,428
2700,02/10/2020,Goa,33942,4977,28525,440
2701,03/10/2020,Goa,34455,5009,29004,442
2702,04/10/2020,Goa,34900,4923,29527,450
2703,05/10/2020,Goa,35328,4839,30033,456
2704,06/10/2020,Goa,35719,4803,30456,460
2705,07/10/2020,Goa,36238,4720,31050,468
2706,08/10/2020,Goa,36670,4749,31444,477
2707,09/10/2020,Goa,37102,4716,31902,484
2708,10/10/2020,Goa,37591,4783,32317,491
2709,11/10/2020,Goa,37934,4658,32777,499
2710,12/10/2020,Goa,38366,4656,33203,507
2711,13/10/2020,Goa,38674,4465,33698,511
2712,14/10/2020,Goa,39082,4316,34252,514
2713,15/10/2020,Goa,39438,4188,34731,519
2714,16/10/2020,Goa,39770,4084,35161,525
2715,17/10/2020,Goa,40091,3950,35610,531
2716,18/10/2020,Goa,40400,3827,36035,538
2717,19/10/2020,Goa,40587,3648,36395,544
2718,20/10/2020,Goa,40746,3283,36914,549
2719,21/10/2020,Goa,41031,3201,37275,555
2720,22/10/2020,Goa,41339,3099,37683,557
2721,23/10/2020,Goa,41586,2991,38031,564
2722,24/10/2020,Goa,41813,2824,38421,568
2723,25/10/2020,Goa,42031,2692,38769,570
2724,26/10/2020,Goa,42242,2576,39090,576
2725,27/10/2020,Goa,42532,2517,39433,582
2726,28/10/2020,Goa,42747,2384,39778,585
2727,29/10/2020,Goa,42968,2402,39974,592
2728,30/10/2020,Goa,43201,2436,40168,597
2729,31/10/2020,Goa,43416,2405,40409,602
2730,01/11/2020,Goa,43626,2344,40678,604
2731,02/11/2020,Goa,43768,2244,40915,609
2732,03/11/2020,Goa,43954,2215,41123,616
2733,04/11/2020,Goa,44189,2209,41362,618
2734,05/11/2020,Goa,44372,2135,41611,626
2735,06/11/2020,Goa,44544,2065,41849,630
2736,07/11/2020,Goa,44747,2058,42056,633
2737,08/11/2020,Goa,44916,2036,42239,641
2738,09/11/2020,Goa,45065,1976,42446,643
2739,10/11/2020,Goa,45209,1884,42678,647
2740,11/11/2020,Goa,45389,1861,42877,651
2741,12/11/2020,Goa,45498,1813,43029,656
2742,13/11/2020,Goa,45605,1728,43221,656
2743,14/11/2020,Goa,45761,1715,43388,658
2744,15/11/2020,Goa,45845,1653,43533,659
2745,16/11/2020,Goa,45903,1585,43656,662
2746,17/11/2020,Goa,46028,1424,43941,663
2747,18/11/2020,Goa,46182,1383,44132,667
2748,19/11/2020,Goa,46344,1364,44310,670
2749,20/11/2020,Goa,46480,1343,44467,670
2750,21/11/2020,Goa,46632,1295,44665,672
2751,22/11/2020,Goa,46748,1261,44812,675
2752,23/11/2020,Goa,46826,1170,44979,677
2753,24/11/2020,Goa,46901,1141,45083,677
2754,25/11/2020,Goa,47068,1221,45168,679
2755,26/11/2020,Goa,47193,1281,45229,683
2756,27/11/2020,Goa,47341,1316,45340,685
2757,28/11/2020,Goa,47491,1313,45492,686
2758,29/11/2020,Goa,47689,1348,45655,686
2759,30/11/2020,Goa,47804,1327,45790,687
2760,01/12/2020,Goa,47963,1335,45940,688
2761,20/03/2020,Gujarat,2,2,0,0
2762,21/03/2020,Gujarat,7,7,0,0
2763,22/03/2020,Gujarat,18,17,0,1
2764,23/03/2020,Gujarat,29,28,0,1
2765,24/03/2020,Gujarat,29,28,0,1
2766,25/03/2020,Gujarat,33,32,0,1
2767,26/03/2020,Gujarat,38,36,0,2
2768,27/03/2020,Gujarat,43,40,0,3
2769,28/03/2020,Gujarat,45,42,0,3
2770,29/03/2020,Gujarat,53,49,0,4
2771,30/03/2020,Gujarat,58,52,1,5
2772,31/03/2020,Gujarat,73,64,3,6
2773,01/04/2020,Gujarat,74,63,5,6
2774,02/04/2020,Gujarat,82,71,5,6
2775,03/04/2020,Gujarat,87,72,8,7
2776,04/04/2020,Gujarat,95,76,10,9
2777,05/04/2020,Gujarat,105,81,14,10
2778,06/04/2020,Gujarat,122,93,18,11
2779,07/04/2020,Gujarat,144,110,22,12
2780,08/04/2020,Gujarat,165,127,25,13
2781,09/04/2020,Gujarat,179,138,25,16
2782,10/04/2020,Gujarat,241,198,26,17
2783,11/04/2020,Gujarat,308,258,31,19
2784,12/04/2020,Gujarat,432,366,44,22
2785,13/04/2020,Gujarat,516,447,44,25
2786,14/04/2020,Gujarat,539,459,54,26
2787,15/04/2020,Gujarat,650,563,59,28
2788,16/04/2020,Gujarat,766,669,64,33
2789,17/04/2020,Gujarat,930,821,73,36
2790,18/04/2020,Gujarat,1099,972,86,41
2791,19/04/2020,Gujarat,1376,1230,93,53
2792,20/04/2020,Gujarat,1743,1575,105,63
2793,21/04/2020,Gujarat,1939,1737,131,71
2794,22/04/2020,Gujarat,2178,1949,139,90
2795,23/04/2020,Gujarat,2407,2125,179,103
2796,24/04/2020,Gujarat,2624,2254,258,112
2797,25/04/2020,Gujarat,2815,2423,265,127
2798,26/04/2020,Gujarat,3071,2656,282,133
2799,27/04/2020,Gujarat,3301,2837,313,151
2800,28/04/2020,Gujarat,3548,2992,394,162
2801,29/04/2020,Gujarat,3744,3129,434,181
2802,30/04/2020,Gujarat,4082,3358,527,197
2803,01/05/2020,Gujarat,4395,3568,613,214
2804,02/05/2020,Gujarat,4721,3750,735,236
2805,03/05/2020,Gujarat,5054,3896,896,262
2806,04/05/2020,Gujarat,5428,4096,1042,290
2807,05/05/2020,Gujarat,5804,4290,1195,319
2808,06/05/2020,Gujarat,6245,4496,1381,368
2809,07/05/2020,Gujarat,6625,4729,1500,396
2810,08/05/2020,Gujarat,7012,4878,1709,425
2811,09/05/2020,Gujarat,7402,5081,1872,449
2812,10/05/2020,Gujarat,7796,5233,2091,472
2813,11/05/2020,Gujarat,8194,5156,2545,493
2814,12/05/2020,Gujarat,8541,5248,2780,513
2815,13/05/2020,Gujarat,8903,5120,3246,537
2816,14/05/2020,Gujarat,9267,5139,3562,566
2817,15/05/2020,Gujarat,9591,5252,3753,586
2818,16/05/2020,Gujarat,9931,5290,4035,606
2819,17/05/2020,Gujarat,10988,6055,4308,625
2820,18/05/2020,Gujarat,11379,6221,4499,659
2821,19/05/2020,Gujarat,11745,6247,4804,694
2822,20/05/2020,Gujarat,12140,6378,5043,719
2823,21/05/2020,Gujarat,12537,6569,5219,749
2824,22/05/2020,Gujarat,12905,6644,5488,773
2825,23/05/2020,Gujarat,13268,6586,5880,802
2826,24/05/2020,Gujarat,13664,6666,6169,829
2827,25/05/2020,Gujarat,14056,6786,6412,858
2828,26/05/2020,Gujarat,14460,6936,6636,888
2829,27/05/2020,Gujarat,14821,6767,7139,915
2830,28/05/2020,Gujarat,15195,6708,7549,938
2831,29/05/2020,Gujarat,15562,6599,8003,960
2832,30/05/2020,Gujarat,15934,6343,8611,980
2833,31/05/2020,Gujarat,16343,6106,9230,1007
2834,01/06/2020,Gujarat,16779,5822,9919,1038
2835,02/06/2020,Gujarat,17200,5357,10780,1063
2836,03/06/2020,Gujarat,17617,4631,11894,1092
2837,04/06/2020,Gujarat,18100,4766,12212,1122
2838,05/06/2020,Gujarat,18584,4762,12667,1155
2839,06/06/2020,Gujarat,19094,4901,13003,1190
2840,07/06/2020,Gujarat,19592,5057,13316,1219
